 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  17. 8.2020    Time:   6:18:56
 Units: L = m    , T = min  , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

      34.8143  0.00000E+00  0.00000E+00 -0.57469E-04  0.00000E+00  0.49330E-03  0.00000E+00  0.00000E+00 -0.11008E-01  0.00000E+00  0.35023E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13601E+01  0.19130E-01  0.81221E-02     83  0.00000E+00      0.000
      35.8329  0.00000E+00  0.00000E+00 -0.56364E-04  0.00000E+00  0.47541E-03  0.00000E+00  0.00000E+00 -0.11065E-01  0.00000E+00  0.35507E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13606E+01  0.19188E-01  0.81221E-02     84  0.00000E+00      0.000
      37.1425  0.00000E+00  0.00000E+00 -0.54999E-04  0.00000E+00  0.46047E-03  0.00000E+00  0.00000E+00 -0.11137E-01  0.00000E+00  0.36110E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13613E+01  0.19260E-01  0.81221E-02     85  0.00000E+00      0.000
      38.7140  0.00000E+00  0.00000E+00 -0.53431E-04  0.00000E+00  0.44898E-03  0.00000E+00  0.00000E+00 -0.11221E-01  0.00000E+00  0.36816E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13621E+01  0.19344E-01  0.81221E-02     86  0.00000E+00      0.000
      40.2855  0.00000E+00  0.00000E+00 -0.51933E-04  0.00000E+00  0.44113E-03  0.00000E+00  0.00000E+00 -0.11303E-01  0.00000E+00  0.37509E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13628E+01  0.19425E-01  0.81221E-02     87  0.00000E+00      0.000
      42.6427  0.00000E+00  0.00000E+00 -0.49820E-04  0.00000E+00  0.43911E-03  0.00000E+00  0.00000E+00 -0.11420E-01  0.00000E+00  0.38544E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13640E+01  0.19543E-01  0.81221E-02     88  0.00000E+00      0.000
      43.4285  0.00000E+00  0.00000E+00 -0.49114E-04  0.00000E+00  0.44141E-03  0.00000E+00  0.00000E+00 -0.11459E-01  0.00000E+00  0.38891E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13644E+01  0.19581E-01  0.81221E-02     89  0.00000E+00      0.000
      44.2142  0.00000E+00  0.00000E+00 -0.48458E-04  0.00000E+00  0.44484E-03  0.00000E+00  0.00000E+00 -0.11497E-01  0.00000E+00  0.39240E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13648E+01  0.19619E-01  0.81221E-02     90  0.00000E+00      0.000
      45.0000  0.00000E+00  0.00000E+00 -0.47797E-04  0.00000E+00  0.45025E-03  0.00000E+00  0.00000E+00 -0.11535E-01  0.00000E+00  0.39594E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13652E+01  0.19657E-01  0.81221E-02     91  0.00000E+00      0.000
      46.0215  0.00000E+00  0.00000E+00 -0.47040E-04  0.00000E+00  0.46077E-03  0.00000E+00  0.00000E+00 -0.11583E-01  0.00000E+00  0.40065E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13657E+01  0.19705E-01  0.81221E-02     92  0.00000E+00      0.000
      46.2598  0.00000E+00  0.00000E+00  0.17038E-01  0.00000E+00 -0.86640E-02  0.00000E+00  0.00000E+00 -0.75217E-02  0.00000E+00  0.38000E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13595E+01  0.19705E-01  0.12183E-01     93  0.00000E+00      0.000
      46.5697  0.00000E+00  0.00000E+00 -0.13153E-01  0.00000E+00  0.74286E-02  0.00000E+00  0.00000E+00 -0.11597E-01  0.00000E+00  0.40301E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13659E+01  0.23780E-01  0.12183E-01     94  0.00000E+00      0.000
      46.8795  0.00000E+00  0.00000E+00 -0.46692E-04  0.00000E+00  0.47113E-03  0.00000E+00  0.00000E+00 -0.11612E-01  0.00000E+00  0.40447E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13661E+01  0.23795E-01  0.12183E-01     95  0.00000E+00      0.000
      47.2823  0.00000E+00  0.00000E+00 -0.46442E-04  0.00000E+00  0.47733E-03  0.00000E+00  0.00000E+00 -0.11631E-01  0.00000E+00  0.40640E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13663E+01  0.23814E-01  0.12183E-01     96  0.00000E+00      0.000
      47.6851  0.00000E+00  0.00000E+00 -0.46196E-04  0.00000E+00  0.47582E-03  0.00000E+00  0.00000E+00 -0.11649E-01  0.00000E+00  0.40831E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13665E+01  0.23832E-01  0.12183E-01     97  0.00000E+00      0.000
      48.2088  0.00000E+00  0.00000E+00 -0.45879E-04  0.00000E+00  0.44931E-03  0.00000E+00  0.00000E+00 -0.11673E-01  0.00000E+00  0.41067E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13668E+01  0.23856E-01  0.12183E-01     98  0.00000E+00      0.000
      48.8895  0.00000E+00  0.00000E+00 -0.45476E-04  0.00000E+00  0.43312E-03  0.00000E+00  0.00000E+00 -0.11704E-01  0.00000E+00  0.41361E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13671E+01  0.23887E-01  0.12183E-01     99  0.00000E+00      0.000
      49.7745  0.00000E+00  0.00000E+00 -0.44962E-04  0.00000E+00  0.41698E-03  0.00000E+00  0.00000E+00 -0.11744E-01  0.00000E+00  0.41731E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13675E+01  0.23927E-01  0.12183E-01    100  0.00000E+00      0.000
      50.9106  0.00000E+00  0.00000E+00 -0.44321E-04  0.00000E+00  0.40301E-03  0.00000E+00  0.00000E+00 -0.11794E-01  0.00000E+00  0.42188E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13680E+01  0.23977E-01  0.12183E-01    101  0.00000E+00      0.000
      52.4255  0.00000E+00  0.00000E+00 -0.43498E-04  0.00000E+00  0.39062E-03  0.00000E+00  0.00000E+00 -0.11860E-01  0.00000E+00  0.42780E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13687E+01  0.24043E-01  0.12183E-01    102  0.00000E+00      0.000
      54.3191  0.00000E+00  0.00000E+00 -0.42512E-04  0.00000E+00  0.37999E-03  0.00000E+00  0.00000E+00 -0.11941E-01  0.00000E+00  0.43500E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13695E+01  0.24124E-01  0.12183E-01    103  0.00000E+00      0.000
      57.1596  0.00000E+00  0.00000E+00 -0.41119E-04  0.00000E+00  0.37084E-03  0.00000E+00  0.00000E+00 -0.12057E-01  0.00000E+00  0.44553E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13706E+01  0.24241E-01  0.12183E-01    104  0.00000E+00      0.000
      58.1064  0.00000E+00  0.00000E+00 -0.40600E-04  0.00000E+00  0.36991E-03  0.00000E+00  0.00000E+00 -0.12096E-01  0.00000E+00  0.44903E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13710E+01  0.24279E-01  0.12183E-01    105  0.00000E+00      0.000
      59.0532  0.00000E+00  0.00000E+00 -0.40219E-04  0.00000E+00  0.36930E-03  0.00000E+00  0.00000E+00 -0.12134E-01  0.00000E+00  0.45253E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13714E+01  0.24317E-01  0.12183E-01    106  0.00000E+00      0.000
      60.0000  0.00000E+00  0.00000E+00 -0.39778E-04  0.00000E+00  0.36993E-03  0.00000E+00  0.00000E+00 -0.12172E-01  0.00000E+00  0.45603E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13718E+01  0.24355E-01  0.12183E-01    107  0.00000E+00      0.000
      61.2309  0.00000E+00  0.00000E+00 -0.39225E-04  0.00000E+00  0.37261E-03  0.00000E+00  0.00000E+00 -0.12220E-01  0.00000E+00  0.46062E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13723E+01  0.24403E-01  0.12183E-01    108  0.00000E+00      0.000
      62.7608  0.00000E+00  0.00000E+00 -0.38557E-04  0.00000E+00  0.37887E-03  0.00000E+00  0.00000E+00 -0.12279E-01  0.00000E+00  0.46641E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13729E+01  0.24462E-01  0.12183E-01    109  0.00000E+00      0.000
      63.1341  0.00000E+00  0.00000E+00 -0.38389E-04  0.00000E+00  0.38043E-03  0.00000E+00  0.00000E+00 -0.12293E-01  0.00000E+00  0.46783E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13731E+01  0.24476E-01  0.12183E-01    110  0.00000E+00      0.000
      63.5075  0.00000E+00  0.00000E+00 -0.38235E-04  0.00000E+00  0.38277E-03  0.00000E+00  0.00000E+00 -0.12307E-01  0.00000E+00  0.46926E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13733E+01  0.24491E-01  0.12183E-01    111  0.00000E+00      0.000
      63.9928  0.00000E+00  0.00000E+00 -0.38027E-04  0.00000E+00  0.38618E-03  0.00000E+00  0.00000E+00 -0.12326E-01  0.00000E+00  0.47114E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13735E+01  0.24509E-01  0.12183E-01    112  0.00000E+00      0.000
      64.6238  0.00000E+00  0.00000E+00 -0.37799E-04  0.00000E+00  0.39044E-03  0.00000E+00  0.00000E+00 -0.12350E-01  0.00000E+00  0.47360E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13737E+01  0.24533E-01  0.12183E-01    113  0.00000E+00      0.000
      65.2548  0.00000E+00  0.00000E+00 -0.37593E-04  0.00000E+00  0.39631E-03  0.00000E+00  0.00000E+00 -0.12374E-01  0.00000E+00  0.47610E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13740E+01  0.24557E-01  0.12183E-01    114  0.00000E+00      0.000
      65.8858  0.00000E+00  0.00000E+00 -0.37390E-04  0.00000E+00  0.38531E-03  0.00000E+00  0.00000E+00 -0.12397E-01  0.00000E+00  0.47853E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13743E+01  0.24580E-01  0.12183E-01    115  0.00000E+00      0.000
      66.7060  0.00000E+00  0.00000E+00 -0.37129E-04  0.00000E+00  0.36938E-03  0.00000E+00  0.00000E+00 -0.12428E-01  0.00000E+00  0.48156E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13746E+01  0.24611E-01  0.12183E-01    116  0.00000E+00      0.000
      67.7428  0.00000E+00  0.00000E+00 -0.36807E-04  0.00000E+00  0.35743E-03  0.00000E+00  0.00000E+00 -0.12466E-01  0.00000E+00  0.48527E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13750E+01  0.24649E-01  0.12183E-01    117  0.00000E+00      0.000
      69.1942  0.00000E+00  0.00000E+00 -0.36368E-04  0.00000E+00  0.34561E-03  0.00000E+00  0.00000E+00 -0.12519E-01  0.00000E+00  0.49029E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13756E+01  0.24702E-01  0.12183E-01    118  0.00000E+00      0.000
      71.1295  0.00000E+00  0.00000E+00 -0.35801E-04  0.00000E+00  0.33474E-03  0.00000E+00  0.00000E+00 -0.12588E-01  0.00000E+00  0.49676E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13763E+01  0.24771E-01  0.12183E-01    119  0.00000E+00      0.000
      73.0647  0.00000E+00  0.00000E+00 -0.35252E-04  0.00000E+00  0.32700E-03  0.00000E+00  0.00000E+00 -0.12656E-01  0.00000E+00  0.50309E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13770E+01  0.24839E-01  0.12183E-01    120  0.00000E+00      0.000
      75.0000  0.00000E+00  0.00000E+00 -0.34722E-04  0.00000E+00  0.32166E-03  0.00000E+00  0.00000E+00 -0.12723E-01  0.00000E+00  0.50932E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13777E+01  0.24906E-01  0.12183E-01    121  0.00000E+00      0.000
      77.5000  0.00000E+00  0.00000E+00 -0.34064E-04  0.00000E+00  0.31807E-03  0.00000E+00  0.00000E+00 -0.12808E-01  0.00000E+00  0.51727E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13786E+01  0.24991E-01  0.12183E-01    122  0.00000E+00      0.000
      80.0000  0.00000E+00  0.00000E+00 -0.33428E-04  0.00000E+00  0.31769E-03  0.00000E+00  0.00000E+00 -0.12892E-01  0.00000E+00  0.52521E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13794E+01  0.25075E-01  0.12183E-01    123  0.00000E+00      0.000
      80.8333  0.00000E+00  0.00000E+00 -0.33215E-04  0.00000E+00  0.31902E-03  0.00000E+00  0.00000E+00 -0.12920E-01  0.00000E+00  0.52787E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13797E+01  0.25103E-01  0.12183E-01    124  0.00000E+00      0.000
      81.6667  0.00000E+00  0.00000E+00 -0.33013E-04  0.00000E+00  0.32014E-03  0.00000E+00  0.00000E+00 -0.12947E-01  0.00000E+00  0.53054E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13800E+01  0.25130E-01  0.12183E-01    125  0.00000E+00      0.000
      82.7083  0.00000E+00  0.00000E+00 -0.32756E-04  0.00000E+00  0.32302E-03  0.00000E+00  0.00000E+00 -0.12981E-01  0.00000E+00  0.53390E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13804E+01  0.25164E-01  0.12183E-01    126  0.00000E+00      0.000
      83.1944  0.00000E+00  0.00000E+00 -0.32634E-04  0.00000E+00  0.32410E-03  0.00000E+00  0.00000E+00 -0.12997E-01  0.00000E+00  0.53548E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13806E+01  0.25180E-01  0.12183E-01    127  0.00000E+00      0.000
      83.6806  0.00000E+00  0.00000E+00 -0.32521E-04  0.00000E+00  0.32566E-03  0.00000E+00  0.00000E+00 -0.13013E-01  0.00000E+00  0.53706E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13807E+01  0.25196E-01  0.12183E-01    128  0.00000E+00      0.000
      84.3125  0.00000E+00  0.00000E+00 -0.32367E-04  0.00000E+00  0.32766E-03  0.00000E+00  0.00000E+00 -0.13033E-01  0.00000E+00  0.53913E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13810E+01  0.25216E-01  0.12183E-01    129  0.00000E+00      0.000
      85.1250  0.00000E+00  0.00000E+00 -0.32173E-04  0.00000E+00  0.33142E-03  0.00000E+00  0.00000E+00 -0.13060E-01  0.00000E+00  0.54182E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13813E+01  0.25243E-01  0.12183E-01    130  0.00000E+00      0.000
      85.9375  0.00000E+00  0.00000E+00 -0.31981E-04  0.00000E+00  0.33394E-03  0.00000E+00  0.00000E+00 -0.13086E-01  0.00000E+00  0.54454E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13816E+01  0.25269E-01  0.12183E-01    131  0.00000E+00      0.000
      86.7500  0.00000E+00  0.00000E+00 -0.31790E-04  0.00000E+00  0.33124E-03  0.00000E+00  0.00000E+00 -0.13111E-01  0.00000E+00  0.54723E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13819E+01  0.25294E-01  0.12183E-01    132  0.00000E+00      0.000
      87.8333  0.00000E+00  0.00000E+00 -0.31540E-04  0.00000E+00  0.31782E-03  0.00000E+00  0.00000E+00 -0.13146E-01  0.00000E+00  0.55067E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13822E+01  0.25329E-01  0.12183E-01    133  0.00000E+00      0.000
      88.9167  0.00000E+00  0.00000E+00 -0.31293E-04  0.00000E+00  0.30946E-03  0.00000E+00  0.00000E+00 -0.13179E-01  0.00000E+00  0.55402E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13826E+01  0.25362E-01  0.12183E-01    134  0.00000E+00      0.000
      90.0000  0.00000E+00  0.00000E+00 -0.31049E-04  0.00000E+00  0.30339E-03  0.00000E+00  0.00000E+00 -0.13213E-01  0.00000E+00  0.55731E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13830E+01  0.25396E-01  0.12183E-01    135  0.00000E+00      0.000
      91.8750  0.00000E+00  0.00000E+00 -0.30637E-04  0.00000E+00  0.29500E-03  0.00000E+00  0.00000E+00 -0.13270E-01  0.00000E+00  0.56284E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13836E+01  0.25454E-01  0.12183E-01    136  0.00000E+00      0.000
      94.0625  0.00000E+00  0.00000E+00 -0.30246E-04  0.00000E+00  0.28782E-03  0.00000E+00  0.00000E+00 -0.13337E-01  0.00000E+00  0.56914E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13843E+01  0.25520E-01  0.12183E-01    137  0.00000E+00      0.000
      96.7969  0.00000E+00  0.00000E+00 -0.29797E-04  0.00000E+00  0.28158E-03  0.00000E+00  0.00000E+00 -0.13418E-01  0.00000E+00  0.57684E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13851E+01  0.25601E-01  0.12183E-01    138  0.00000E+00      0.000
      99.5312  0.00000E+00  0.00000E+00 -0.29360E-04  0.00000E+00  0.27830E-03  0.00000E+00  0.00000E+00 -0.13498E-01  0.00000E+00  0.58445E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13860E+01  0.25681E-01  0.12183E-01    139  0.00000E+00      0.000
     102.2656  0.00000E+00  0.00000E+00 -0.28935E-04  0.00000E+00  0.27774E-03  0.00000E+00  0.00000E+00 -0.13578E-01  0.00000E+00  0.59204E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13868E+01  0.25761E-01  0.12183E-01    140  0.00000E+00      0.000
     105.0000  0.00000E+00  0.00000E+00 -0.28523E-04  0.00000E+00  0.27907E-03  0.00000E+00  0.00000E+00 -0.13656E-01  0.00000E+00  0.59967E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13876E+01  0.25839E-01  0.12183E-01    141  0.00000E+00      0.000
     105.7143  0.00000E+00  0.00000E+00 -0.28417E-04  0.00000E+00  0.28045E-03  0.00000E+00  0.00000E+00 -0.13676E-01  0.00000E+00  0.60168E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.13879E+01  0.25859E-01  0.12183E-01    142  0.00000E+00      0.000
     106.4286  0.00000E+00  0.00000E+00 -0.28312E-04  0.00000E+00  0.28139E-03  0.00000E+00  0.00000E+00 -0.13696E-01  0.00000E+00  0.60369E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.13881E+01  0.25879E-01  0.12183E-01    143  0.00000E+00      0.000
     107.3571  0.00000E+00  0.00000E+00 -0.28175E-04  0.00000E+00  0.28338E-03  0.00000E+00  0.00000E+00 -0.13722E-01  0.00000E+00  0.60632E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.13884E+01  0.25905E-01  0.12183E-01    144  0.00000E+00      0.000
     107.7786  0.00000E+00  0.00000E+00  0.96359E-02  0.00000E+00 -0.48663E-02  0.00000E+00  0.00000E+00 -0.96614E-02  0.00000E+00  0.58581E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.13823E+01  0.25905E-01  0.16244E-01    145  0.00000E+00      0.000
     108.3264  0.00000E+00  0.00000E+00 -0.74408E-02  0.00000E+00  0.42228E-02  0.00000E+00  0.00000E+00 -0.13738E-01  0.00000E+00  0.60894E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.13887E+01  0.29982E-01  0.16244E-01    146  0.00000E+00      0.000
     109.0386  0.00000E+00  0.00000E+00 -0.28059E-04  0.00000E+00  0.28648E-03  0.00000E+00  0.00000E+00 -0.13758E-01  0.00000E+00  0.61098E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.13889E+01  0.30002E-01  0.16244E-01    147  0.00000E+00      0.000
     109.3473  0.00000E+00  0.00000E+00  0.13158E-01  0.00000E+00 -0.67350E-02  0.00000E+00  0.00000E+00 -0.96969E-02  0.00000E+00  0.59020E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.13827E+01  0.30002E-01  0.20305E-01    148  0.00000E+00      0.000
     109.7485  0.00000E+00  0.00000E+00 -0.10150E-01  0.00000E+00  0.56652E-02  0.00000E+00  0.00000E+00 -0.13769E-01  0.00000E+00  0.61293E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.13891E+01  0.34074E-01  0.20305E-01    149  0.00000E+00      0.000
     110.2701  0.00000E+00  0.00000E+00 -0.27971E-04  0.00000E+00  0.28928E-03  0.00000E+00  0.00000E+00 -0.13784E-01  0.00000E+00  0.61444E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.13893E+01  0.34089E-01  0.20305E-01    150  0.00000E+00      0.000
     110.9481  0.00000E+00  0.00000E+00 -0.27870E-04  0.00000E+00  0.28773E-03  0.00000E+00  0.00000E+00 -0.13803E-01  0.00000E+00  0.61639E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.13895E+01  0.34108E-01  0.20305E-01    151  0.00000E+00      0.000
     111.8533  0.00000E+00  0.00000E+00 -0.27738E-04  0.00000E+00  0.27969E-03  0.00000E+00  0.00000E+00 -0.13828E-01  0.00000E+00  0.61892E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.13897E+01  0.34133E-01  0.20305E-01    152  0.00000E+00      0.000
     113.0171  0.00000E+00  0.00000E+00 -0.27570E-04  0.00000E+00  0.27325E-03  0.00000E+00  0.00000E+00 -0.13860E-01  0.00000E+00  0.62210E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.13901E+01  0.34165E-01  0.20305E-01    153  0.00000E+00      0.000
     114.4137  0.00000E+00  0.00000E+00 -0.27370E-04  0.00000E+00  0.26726E-03  0.00000E+00  0.00000E+00 -0.13898E-01  0.00000E+00  0.62583E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.13905E+01  0.34203E-01  0.20305E-01    154  0.00000E+00      0.000
     116.2758  0.00000E+00  0.00000E+00 -0.27108E-04  0.00000E+00  0.26110E-03  0.00000E+00  0.00000E+00 -0.13949E-01  0.00000E+00  0.63069E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.13910E+01  0.34253E-01  0.20305E-01    155  0.00000E+00      0.000
     120.0000  0.00000E+00  0.00000E+00 -0.26597E-04  0.00000E+00  0.25243E-03  0.00000E+00  0.00000E+00 -0.14048E-01  0.00000E+00  0.64010E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.13921E+01  0.34353E-01  0.20305E-01    156  0.00000E+00      0.000
     123.0000  0.00000E+00  0.00000E+00 -0.26197E-04  0.00000E+00  0.24816E-03  0.00000E+00  0.00000E+00 -0.14126E-01  0.00000E+00  0.64754E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.13929E+01  0.34431E-01  0.20305E-01    157  0.00000E+00      0.000
     126.0000  0.00000E+00  0.00000E+00 -0.25807E-04  0.00000E+00  0.24593E-03  0.00000E+00  0.00000E+00 -0.14204E-01  0.00000E+00  0.65492E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.13937E+01  0.34509E-01  0.20305E-01    158  0.00000E+00      0.000
     129.0000  0.00000E+00  0.00000E+00 -0.25425E-04  0.00000E+00  0.24590E-03  0.00000E+00  0.00000E+00 -0.14280E-01  0.00000E+00  0.66230E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.13945E+01  0.34585E-01  0.20305E-01    159  0.00000E+00      0.000
